Address,Name,Colour,Grey,Green,Zoom,LATITUDE,LONGITUDE
62 Hoare Street Manunda QLD 4870Australia,Cairns School of Distance Education,yellow,0.4081187425,0.2888377009,Local,145.750777,-16.92359
Cnr Sheridan & Upward Streets Cairns North QLD 4870Australia,Cairns State High School,yellow,0.9242770855,0.0635768449,Local,145.768025,-16.916645
Windarra Street Woree QLD 4868Australia,Cairns State Special School,yellow,0.6156082339,0.7065885692,Local,145.7402,-16.9631
Mayers Street Manunda QLD 4870Australia,Cairns West State School,yellow,0.5744269448,0.7517975689,Local,145.74228,-16.92369
11 Hamish Street Calamvale QLD 4116Australia,Calamvale Community College,yellow,0.4476617343,0.2176845539,Local,153.042899,-27.625696
29 Nottingham Road Calamvale QLD 4116Australia,Calamvale Special School,yellow,0.7401679037,0.6141536608,Local,153.044867,-27.630062
38 McIntyre Street Calen QLD 4798Australia,Calen District State College,yellow,0.278205755,0.1334225983,Local,148.770455,-20.899303
Stirrat Street Calliope QLD 4680Australia,Calliope State School,yellow,0.1877461089,0.6996454126,Local,151.202922,-24.004837
88 Queen Street Caloundra QLD 4551Australia,Caloundra State High School,yellow,0.9885767001,0.9712924609,Local,153.125545,-26.793826
56A Queen Street Caloundra QLD 4551Australia,Caloundra State School,yellow,0.8805587678,0.2676970919,Local,153.13501,-26.797111
Harrow Street Cambooya QLD 4358Australia,Cambooya State School,yellow,0.5272384702,0.2901071498,Local,151.866872,-27.708783
Hughenden-Muttaburra Road Tangorin QLD 4821Australia,Cameron Downs State School,yellow,0.2893911428,0.7571571621,Local,144.278845,-21.374579
184-202 Old Logan Road Camira QLD 4300Australia,Camira State School,yellow,0.9826312788,0.0196260138,Local,152.914644,-27.621316
Nowranie Street Camooweal QLD 4828Australia,Camooweal State School,yellow,0.5252481706,0.9700210174,Local,138.120361,-19.918829
676 Old Cleveland Road Camp Hill QLD 4152Australia,Camp Hill State Infants and Primary School,yellow,0.8918384752,0.2449057612,Local,153.078576,-27.492941
Whistler Drive Burleigh Waters QLD 4220Australia,Caningeraba State School,yellow,0.3226432935,0.7235689492,Local,153.430206,-28.085348
845 Wynnum Road Cannon Hill QLD 4170Australia,Cannon Hill State School,yellow,0.8759219205,0.562842012,Local,153.083826,-27.468177
56 Coral Esplanade Cannonvale QLD 4802Australia,Cannonvale State School,yellow,0.9099959499,0.6474637085,Local,148.69967,-20.274758
Christie Street Canungra QLD 4275Australia,Canungra State School,yellow,0.5921911956,0.06683963914,Local,153.162365,-28.016911
School Road Capalaba QLD 4157Australia,Capalaba State College,yellow,0.8438287554,0.5064530706,Local,153.189826,-27.53641
Cnr Thiele & Poland Streets Hope Vale QLD 4895Australia,Cape York Aboriginal Australian Academy,yellow,0.4243351797,0.7352775494,Local,145.108091,-15.295258
35-45 Gordon Street Capella QLD 4723Australia,Capella State High School,yellow,0.9547437403,0.4146751624,Local,148.030481,-23.088158
41 Huntley Street Capella QLD 4723Australia,Capella State School,yellow,0.2932594282,0.5004094799,Local,148.024701,-23.082625
Cnr Gray & Gladstone Streets Emerald QLD 4720Australia,Capricornia (Emerald Campus) School of Distance Education,yellow,0.6556966032,0.5741649719,Local,148.152073,-23.532392
Lot 3 Kamerunga Road Caravonica QLD 4878Australia,Caravonica State School,yellow,0.4646361733,0.5565693976,Local,145.695369,-16.852966
Redland Bay Road Carbrook QLD 4130Australia,Carbrook State School,yellow,0.9968770224,0.7180127567,Local,153.235233,-27.678064
43 Victoria Street Cardwell QLD 4849Australia,Cardwell State School,yellow,0.253588029,0.5300264957,Local,146.03085,-18.268797
1413 Creek Road Carindale QLD 4152Australia,Carina State School,yellow,0.01654145996,0.2677263011,Local,153.101859,-27.493301
Carmila West Road Carmila QLD 4739Australia,Carmila State School,yellow,0.08259096378,0.9775610677,Local,149.403581,-21.913583
260 Waterford Road Wacol QLD 4076Australia,Carole Park State School,yellow,0.133435034,0.3247005997,Local,152.933619,-27.60804
Cnr Cavendish & Holland Roads Holland Park QLD 4121Australia,Cavendish Road State High School,yellow,0.4355953609,0.3068095603,Local,153.072984,-27.516824
125 Annie Drive Cawarral QLD 4702Australia,Cawarral State School,yellow,0.5539770387,0.007300025103,Local,150.675628,-23.253978
Taylor Street Cecil Plains QLD 4407Australia,Cecil Plains State School,yellow,0.8695287932,0.6186536238,Local,151.192818,-27.532321
1a Chardon Bridge Road Cedar Creek QLD 4207Australia,Cedar Creek State School,yellow,0.9261744965,0.3179096811,Local,153.179275,-27.827597
60 Ramsay Street Centenary Heights QLD 4350Australia,Centenary Heights State High School,yellow,0.3937578537,0.1604038547,Local,151.963728,-27.57943
1 Moolanda Street Jindalee QLD 4074Australia,Centenary State High School,yellow,0.7622668199,0.678414338,Local,152.940337,-27.538682
Sippy Downs Drive Sippy Downs QLD 4556Australia,Chancellor State College,yellow,0.208750429,0.04825669788,Local,153.059438,-26.721321
Ironbark Road Chapel Hill QLD 4069Australia,Chapel Hill State School,yellow,0.4733937722,0.5079144741,Local,152.944927,-27.499336
Parry Street Charleville QLD 4470Australia,Charleville School of Distance Education,yellow,0.007093946171,0.6684781597,Local,146.258634,-26.395083
Cnr Partridge & Hunter Streets Charleville QLD 4470Australia,Charleville State High School,yellow,0.2121181303,0.7330911972,Local,146.25742,-26.397435
Wills Street Charleville QLD 4470Australia,Charleville State School,yellow,0.7831891508,0.698995802,Local,146.24238,-26.404879
High Street Charters Towers QLD 4820Australia,Charters Towers Central State School,yellow,0.1024233536,0.9194825051,Local,146.263198,-20.080199
15-23 Brisk Street Millchester QLD 4820Australia,Charters Towers School of Distance Education,yellow,0.3723533539,0.006556272614,Local,146.268249,-20.089473
97-113 Towers Street Charters Towers QLD 4820Australia,Charters Towers State High School,yellow,0.851845683,0.7910359273,Local,146.258473,-20.080196
Raleigh Street Springwood QLD 4127Australia,Chatswood Hills State School,yellow,0.7457301999,0.7693322158,Local,153.137454,-27.628184
15 Rammutt Road Chatsworth QLD 4570Australia,Chatsworth State School,yellow,0.1866892172,0.2656530711,Local,152.615491,-26.142811
13 Chelona School Access Road Chelona QLD 4740Australia,Chelona State School,yellow,0.4243184902,0.05083950619,Local,149.145136,-21.260317
Fisher Street Cherbourg QLD 4605Australia,Cherbourg State School,yellow,0.02881134578,0.7760441371,Local,151.955152,-26.292991
460 Chevallum Road Chevallum QLD 4555Australia,Chevallum State School,yellow,0.2435953021,0.7082517459,Local,152.999357,-26.698439
Mungomery Street Childers QLD 4660Australia,Childers State School,yellow,0.84125528,0.5680613598,Local,152.280341,-25.231175
Cathedral Street Chillagoe QLD 4871Australia,Chillagoe State School,yellow,0.09962366434,0.9566758028,Local,144.521194,-17.155393
7 Tara Road Chinchilla QLD 4413Australia,Chinchilla State High School,yellow,0.1100455774,0.8727821421,Local,150.619992,-26.748744
34-40 Bell Street Chinchilla QLD 4413Australia,Chinchilla State School,yellow,0.238198436,0.1306786141,Local,150.625972,-26.74035
Warwick Road Churchill QLD 4305Australia,Churchill State School,yellow,0.500750782,0.3339642947,Local,152.750604,-27.642697
Larkin Street Clare QLD 4807Australia,Clare State School,yellow,0.1104987425,0.1853322784,Local,147.226883,-19.783298
138 Robertson Road Silkstone QLD 4304Australia,Claremont Special School,yellow,0.8309577087,0.8390971781,Local,152.787678,-27.629534
507 Clarendon Road Clarendon QLD 4311Australia,Clarendon State School,yellow,0.8118788242,0.2612705832,Local,152.542507,-27.439886
May Downs Road Clarke Creek QLD 4705Australia,Clarke Creek State School,yellow,0.6335895701,0.9501242036,Local,149.252986,-22.636507
1 Kitchener Street Clermont QLD 4721Australia,Clermont State High School,yellow,0.6448433646,0.2017272282,Local,147.638931,-22.827715
Hetherington Street Clermont QLD 4721Australia,Clermont State School,yellow,0.7510404722,0.4590136779,Local,147.632195,-22.83656
Russell Street Cleveland QLD 4163Australia,Cleveland District State High School,yellow,0.4029178634,0.2542518993,Local,153.260297,-27.529881
Old Common Road Rowes Bay QLD 4810Australia,Cleveland Education and Training Centre,yellow,0.09638678872,0.2037066687,Local,146.784385,-19.249668
Queen Street Cleveland QLD 4163Australia,Cleveland State School,yellow,0.5590379195,0.315777821,Local,153.270274,-27.528303
Rob Street Newtown QLD 4350Australia,Clifford Park Special School,yellow,0.4454756652,0.1715718003,Local,151.92501,-27.563891
32 East Street Clifton QLD 4361Australia,Clifton State High School,yellow,0.6602459186,0.9869397927,Local,151.916814,-27.93398
Tooth Street Clifton QLD 4361Australia,Clifton State School,yellow,0.8824798386,0.09034887514,Local,151.904241,-27.931751
Harvey Road Clinton QLD 4680Australia,Clinton State School,yellow,0.8798976608,0.3900196846,Local,151.222868,-23.880021
Daintree Street Cloncurry QLD 4824Australia,Cloncurry State School P-12,yellow,0.3115467602,0.1606644765,Local,140.50564,-20.704254
Cnr Elizabeth Avenue & King Street Clontarf QLD 4019Australia,Clontarf Beach State High School,yellow,0.8592451383,0.1746213035,Local,153.086145,-27.247946
Elizabeth Avenue Clontarf QLD 4019Australia,Clontarf Beach State School,yellow,0.2684594441,0.3195544199,Local,153.08111,-27.253394
Clover Hill Drive Mudgeeraba QLD 4213Australia,Clover Hill State School,yellow,0.6821760841,0.3861549013,Local,153.376056,-28.091791
8 William Webber Road Cloyna QLD 4605Australia,Cloyna State School,yellow,0.1187651174,0.4410293192,Local,151.846155,-26.107385
3 Main Street Coalstoun Lakes QLD 4621Australia,Coalstoun Lakes State School,yellow,0.07005496929,0.9044363607,Local,151.890182,-25.612183
Cnr Burrel & Hannant Streets Collingwood Park QLD 4301Australia,Collingwood Park State School,yellow,0.6126173126,0.1775713071,Local,152.863031,-27.614482
Walker Street Collinsville QLD 4804Australia,Collinsville State High School,yellow,0.6580238672,0.973184308,Local,147.834688,-20.548484
Devlin Street Collinsville QLD 4804Australia,Collinsville State School,yellow,0.6816155448,0.7255514591,Local,147.845687,-20.548355
Off Capricorn Highway Comet QLD 4702Australia,Comet State School,yellow,0.5197861914,0.9359234992,Local,148.545172,-23.606146
Kennedy Street Condamine QLD 4416Australia,Condamine State School,yellow,0.3092163514,0.6579088172,Local,150.134634,-26.925026
1312 Bruce Highway Farleigh QLD 4741Australia,Coningsby State School,yellow,0.9448096937,0.6697805994,Local,149.068859,-21.092505
1700 Maleny-Kenilworth Road Conondale QLD 4552Australia,Conondale State School,yellow,0.2838279437,0.1090337788,Local,152.718691,-26.729462
Cnr May & Charles Streets Cooktown QLD 4895Australia,Cooktown State School,yellow,0.8400500106,0.3658843175,Local,145.250706,-15.482007
Mary Street Coolabunia QLD 4610Australia,Coolabunia State School,yellow,0.6524902164,0.01965002818,Local,151.902631,-26.589398
Stapylton Street Coolangatta QLD 4225Australia,Coolangatta State School,yellow,0.02770909071,0.2435584052,Local,153.528752,-28.172019
6 Telaska Court Capalaba QLD 4157Australia,Coolnwynpin State School,yellow,0.7330810006,0.8535906479,Local,153.204246,-27.546277
Havana Road East Coolum Beach QLD 4573Australia,Coolum State High School,yellow,0.1412081565,0.5052232435,Local,153.086206,-26.501986
School Road Coolum Beach QLD 4573Australia,Coolum State School,yellow,0.6142778228,0.1837158611,Local,153.078354,-26.53501
Pine Ridge Road Coombabah QLD 4216Australia,Coombabah State High School,yellow,0.7834674898,0.3398975013,Local,153.378382,-27.924342
164-172 Oxley Drive Coombabah QLD 4216Australia,Coombabah State School,yellow,0.1750443875,0.8108212943,Local,153.388518,-27.894224
81-87 Finnegan Way Coomera QLD 4209Australia,Coomera Rivers State School,yellow,0.1047506795,0.06541840849,Local,153.327625,-27.845551
Old Coach Road Upper Coomera QLD 4209Australia,Coomera Springs State School,yellow,0.7891994961,0.6272369905,Local,153.300581,-27.847193
Dreamworld Parkway Coomera QLD 4209Australia,Coomera State School,yellow,0.9817441405,0.5629756497,Local,153.315288,-27.868623
7 Cornhill Street Coominya QLD 4311Australia,Coominya State School,yellow,0.04566527618,0.265919457,Local,152.500846,-27.392285
61 Orange Grove Road Coopers Plains QLD 4108Australia,Coopers Plains State School,yellow,0.5352072815,0.002280308175,Local,153.038836,-27.567586
31 James Street Cooran QLD 4569Australia,Cooran State School,yellow,0.01128083215,0.6861901087,Local,152.824184,-26.340665
59 Elm Street Cooroy QLD 4563Australia,Cooroy State School,yellow,0.8104424968,0.4816670248,Local,152.911454,-26.414028
Cnr Stanley Street East & Cavendish Road Coorparoo QLD 4151Australia,Coorparoo Secondary College,yellow,0.7906061411,0.2388752123,Local,153.053734,-27.486363
327 Old Cleveland Road Coorparoo QLD 4151Australia,Coorparoo State School,yellow,0.06299846597,0.6146541154,Local,153.06059,-27.494004
269 Coowonga Road Coowonga QLD 4702Australia,Coowonga State School,yellow,0.3959306238,0.4264544014,Local,150.731153,-23.30268
Gracey Street Cooyar QLD 4402Australia,Cooyar State School,yellow,0.2414338634,0.2829626518,Local,151.832813,-26.985205
Mathieson Street Coppabella QLD 4741Australia,Coppabella State School,yellow,0.2307393368,0.5279252965,Local,148.363321,-21.906791
Cemetery Road Cordalba QLD 4660Australia,Cordalba State School,yellow,0.9396332435,0.7457224081,Local,152.212185,-25.158744
46 Pratten Street Corinda QLD 4075Australia,Corinda State High School,yellow,0.8111789919,0.4934448202,Local,152.986485,-27.544346
330 Cliveden Avenue Corinda QLD 4075Australia,Corinda State School,yellow,0.3030803908,0.04556912402,Local,152.981508,-27.54934
685 Hamilton Road Chermside West QLD 4032Australia,Craigslea State High School,yellow,0.7026052984,0.03040815264,Local,153.015379,-27.383378
Hamilton Road Chermside West QLD 4032Australia,Craigslea State School,yellow,0.1166589099,0.1845638416,Local,153.017253,-27.383789
Alice Street Cranbrook QLD 4814Australia,Cranbrook State School,yellow,0.03208193448,0.6004781646,Local,146.753855,-19.3092
215-227 Siefert Street Crawford QLD 4610Australia,Crawford State School,yellow,0.5759634822,0.8563417314,Local,151.822532,-26.497589
North Street Extended West Rockhampton QLD 4700Australia,Crescent Lagoon State School,yellow,0.3527402599,0.1261803015,Local,150.488406,-23.38251
27-61 Augusta Street Crestmead QLD 4132Australia,Crestmead State School,yellow,0.04976968515,0.6156247131,Local,153.090452,-27.688755
1 Littleton Street Crows Nest QLD 4355Australia,Crow's Nest State School,yellow,0.08219887264,0.56602839,Local,152.052186,-27.264826
Brown Street Croydon QLD 4871Australia,Croydon State School,yellow,0.4782241133,0.2422082453,Local,142.249391,-18.203756
17 Francis Street Cunnamulla QLD 4490Australia,Cunnamulla P-12 State School,yellow,0.2147798244,0.1587496137,Local,145.679373,-28.071136
140 Palmerston Street Gulliver QLD 4812Australia,Currajong State School,yellow,0.9194803652,0.7137593441,Local,146.77416,-19.28021
Buderim Street Dicky Beach QLD 4551Australia,Currimundi Special School,yellow,0.5160489079,0.06002729483,Local,153.135987,-26.777927
17 Buderim Street Currimundi QLD 4551Australia,Currimundi State School,yellow,0.156921269,0.6402399174,Local,153.135518,-26.777613
5 Hammersford Drive Currumbin Waters QLD 4223Australia,Currumbin Community Special School,yellow,0.9482447678,0.2992824792,Local,153.472527,-28.151918
6 Philip Street Currumbin QLD 4223Australia,Currumbin State School,yellow,0.2097709467,0.2324953569,Local,153.47807,-28.137894
1223 Currumbin Creek Road Currumbin Valley QLD 4223Australia,Currumbin Valley State School,yellow,0.6464525695,0.4693668754,Local,153.394358,-28.206406
39 Dagun Road Dagun QLD 4570Australia,Dagun State School,yellow,0.05181461582,0.878525393,Local,152.676942,-26.322032
Osborne Street Daintree QLD 4873Australia,Daintree State School,yellow,0.367915101,0.3286404302,Local,145.320257,-16.249366
20-50 Daisy Hill Road Daisy Hill QLD 4127Australia,Daisy Hill State School,yellow,0.8361088899,0.1831805672,Local,153.153424,-27.643208
Matheson Street Dajarra QLD 4825Australia,Dajarra State School,yellow,0.9706649097,0.5427596001,Local,139.512232,-21.694604
Marsden Road Dakabin QLD 4503Australia,Dakabin State High School,yellow,0.4479776989,0.8905043284,Local,152.980831,-27.229625
Sheaves Road Kallangur QLD 4503Australia,Dakabin State School,yellow,0.1426988715,0.1226030248,Local,152.986729,-27.237863
Cnr Owen & Bunya Streets Dalby QLD 4405Australia,Dalby South State School,yellow,0.2642550338,0.4526672784,Local,151.270142,-27.194803
26 Nicholson Street Dalby QLD 4405Australia,Dalby State High School,yellow,0.2992064779,0.7251129141,Local,151.25951,-27.17815
155 Cunningham Street Dalby QLD 4405Australia,Dalby State School,yellow,0.5836480722,0.1354166118,Local,151.262317,-27.184652
3 Main Street Dallarnil QLD 4621Australia,Dallarnil State School,yellow,0.2929017667,0.8754329735,Local,152.045632,-25.383928
40 Pine Crescent Dalveen QLD 4374Australia,Dalveen State School,yellow,0.3112593738,0.4571904847,Local,151.973538,-28.489817
Wuth Street Darling Heights QLD 4350Australia,Darling Heights State School,yellow,0.3412981302,0.3415738739,Local,151.932316,-27.597434
368 Upper Esplanade Manly QLD 4179Australia,Darling Point Special School,yellow,0.1297204328,0.4475235858,Local,153.186878,-27.447843
2744 Kerry Road Darlington QLD 4285Australia,Darlington State School,yellow,0.3648039005,0.3469397872,Local,153.040068,-28.205645
Winslow Street Darra QLD 4076Australia,Darra State School,yellow,0.5700530497,0.6800963117,Local,152.953431,-27.570541
58 McKenzie Street Dayboro QLD 4521Australia,Dayboro State School,yellow,0.7508063307,0.04140088863,Local,152.820394,-27.194102
Old Bay Road Deception Bay QLD 4508Australia,Deception Bay North State School,yellow,0.1072890592,0.2867575631,Local,153.01659,-27.181171
Phillip Parade Deception Bay QLD 4508Australia,Deception Bay State High School,yellow,0.4114499162,0.6681980846,Local,153.0305,-27.199998
King Street Deception Bay QLD 4508Australia,Deception Bay State School,yellow,0.6490428832,0.1910764485,Local,153.029448,-27.190687
81 Rawlings Road Deebing Heights QLD 4306Australia,Deebing Heights State School,yellow,0.8866046996,0.1618179365,Local,152.75,-27.673333
Mount Mee Road Delaneys Creek QLD 4514Australia,Delaneys Creek State School,yellow,0.5596458533,0.6134556686,Local,152.795495,-26.999008
16 Gray Street Emerald QLD 4720Australia,Denison State School,yellow,0.158558762,0.4910771878,Local,148.151294,-23.532222
O'Connell Street Depot Hill QLD 4700Australia,Depot Hill State School,yellow,0.6681145052,0.494565609,Local,150.51763,-23.395981
48-50 Kennedy Street Dimbulah QLD 4872Australia,Dimbulah State School,yellow,0.7912585339,0.9220082562,Local,145.113194,-17.148986
Cnr Kennedy & Normanby Streets Dingo QLD 4702Australia,Dingo State School,yellow,0.5451402043,0.8598345624,Local,149.330223,-23.645501
Jane Street Dirranbandi QLD 4486Australia,Dirranbandi P-10 State School,yellow,0.9844593846,0.5167378093,Local,148.230059,-28.577086
Goodeedawa Road Doomadgee QLD 4830Australia,Doomadgee State School,yellow,0.7024504215,0.3049575151,Local,138.827787,-17.942059
55 Brisbane Street Drayton QLD 4350Australia,Drayton State School,yellow,0.1419381792,0.6074032623,Local,151.911785,-27.60259
13 Jardine Street Drillham QLD 4424Australia,Drillham State School,yellow,0.2673068487,0.7208619629,Local,149.981561,-26.644352
Charlotte Street Duaringa QLD 4712Australia,Duaringa State School,yellow,0.592958408,0.6882522727,Local,149.668485,-23.715905
North Road Dulacca QLD 4425Australia,Dulacca State School,yellow,0.115569257,0.09629614859,Local,149.756907,-26.642346
1 Main Street Bakers Creek QLD 4740Australia,Dundula State School,yellow,0.1774676898,0.1544231993,Local,149.148773,-21.201691
Mitchell-St George Road Dunkeld QLD 4465Australia,Dunkeld State School,yellow,0.4086680844,0.7371816075,Local,148.06037,-26.957982
Bingle Road Dunwich QLD 4183Australia,Dunwich State School,yellow,0.5080463915,0.5825047027,Local,153.404125,-27.49602
69 Inala Avenue Durack QLD 4077Australia,Durack State School,yellow,0.9729926383,0.5240982939,Local,152.981888,-27.597304
10463 Mundubbera Durong Road Durong QLD 4610Australia,Durong South State School,yellow,0.8554151548,0.7958256938,Local,151.244079,-26.392349
112 Annerley Road Dutton Park QLD 4102Australia,Dutton Park State School,yellow,0.9846166125,0.892747487,Local,153.027914,-27.493979
Edgerley Street Dysart QLD 4745Australia,Dysart State High School,yellow,0.7693485327,0.7865269656,Local,148.354821,-22.584027
Garnham Drive Dysart QLD 4745Australia,Dysart State School,yellow,0.9779454428,0.06696364936,Local,148.34751,-22.587792
49 Roseby Avenue Clayfield QLD 4011Australia,Eagle Junction State School,yellow,0.7431304332,0.6768184873,Local,153.050454,-27.417743
Cnr Fryar & River Hills Roads Eagleby QLD 4207Australia,Eagleby South State School,yellow,0.2837851601,0.6998238669,Local,153.213033,-27.703689
Cnr Herses & Fryar Roads Eagleby QLD 4207Australia,Eagleby State School,yellow,0.457226419,0.2934272184,Local,153.214407,-27.6928
Cnr Earnshaw & Tufnell Roads Banyo QLD 4014Australia,Earnshaw State College,yellow,0.6204961928,0.4856288631,Local,153.081467,-27.379373
43-73 Ross Street Ayr QLD 4807Australia,East Ayr State School,yellow,0.3966372661,0.6020925035,Local,147.416446,-19.563472
56 Wellington Road East Brisbane QLD 4169Australia,East Brisbane State School,yellow,0.7113090343,0.4940074141,Local,153.03981,-27.486426
Marylin Terrace Eatons Hill QLD 4037Australia,Eatons Hill State School,yellow,0.9264366695,0.2030666925,Local,152.956074,-27.335429
Jamie Nicolson Avenue Edens Landing QLD 4207Australia,Edens Landing State School,yellow,0.4815437176,0.9471216014,Local,153.169865,-27.705302
254 Pease Street Edge Hill QLD 4870Australia,Edge Hill State School,yellow,0.2312853804,0.3239316283,Local,145.742478,-16.905211
7 Hodgkinson Street Eidsvold QLD 4627Australia,Eidsvold State School,yellow,0.6013882589,0.9119273084,Local,151.121239,-25.372305
480 Underwood Road Eight Mile Plains QLD 4113Australia,Eight Mile Plains State School,yellow,0.8772532561,0.2626414585,Local,153.109017,-27.59354
21 Eimeo Road Rural View QLD 4740Australia,Eimeo Road State School,yellow,0.8830559618,0.9116709682,Local,149.161695,-21.059388
28 Chauvel Street El Arish QLD 4855Australia,El Arish State School,yellow,0.1380692632,0.03155549751,Local,146.002651,-17.807838
Cnr 19th Avenue & Avocado Street Elanora QLD 4221Australia,Elanora State High School,yellow,0.3155549874,0.7742799794,Local,153.449513,-28.128473
K P McGrath Drive Elanora QLD 4221Australia,Elanora State School,yellow,0.6429592514,0.03232514706,Local,153.467043,-28.130766
School Road Elimbah QLD 4516Australia,Elimbah State School,yellow,0.3259678588,0.130030628,Local,152.942451,-27.012751
143 Breusch Road Elliott Heads QLD 4670Australia,Elliott Heads State School,yellow,0.3495195557,0.9518512172,Local,152.475682,-24.907212
Campbell Street Emerald QLD 4720Australia,Emerald North State School,yellow,0.1930530044,0.8468545787,Local,148.164182,-23.513273
Old Airport Drive Emerald QLD 4720Australia,Emerald State High School,yellow,0.322614455,0.7111290087,Local,148.158251,-23.513697
Anakie Street Emerald QLD 4720Australia,Emerald State School,yellow,0.407143783,0.3488705572,Local,148.160599,-23.52375
14534 New England Highway East Greenmount QLD 4359Australia,Emu Creek State School,yellow,0.3090735443,0.2216506759,Local,151.944806,-27.783359
26 Fountain Street Emu Park QLD 4710Australia,Emu Park State School,yellow,0.169735102,0.2022053427,Local,150.820761,-23.259744
235 South Pine Road Enoggera QLD 4051Australia,Enoggera State School,yellow,0.638005265,0.9081353982,Local,152.993752,-27.417332
Donald Street Eromanga QLD 4480Australia,Eromanga State School,yellow,0.1568114785,0.5718941122,Local,143.268614,-26.669247
49 East Street Esk QLD 4312Australia,Esk State School,yellow,0.5478308705,0.441709545,Local,152.426322,-27.247508
Prospect Street Eton QLD 4741Australia,Eton State School,yellow,0.1318847947,0.1546272175,Local,148.97651,-21.264274
Cnr Highlands Road & Rosebed Street Eudlo QLD 4554Australia,Eudlo State School,yellow,0.6436828506,0.8942612084,Local,152.958103,-26.726437
Leo Street Eulo QLD 4491Australia,Eulo State School,yellow,0.9878733103,0.9743364041,Local,145.050435,-28.157516
22 Caplick Way Eumundi QLD 4562Australia,Eumundi State School,yellow,0.8226007346,0.5725439494,Local,152.952188,-26.473072
36 Eungella Dam Road Eungella QLD 4757Australia,Eungella State School,yellow,0.3213687342,0.9910909835,Local,148.491207,-21.134465
668 Stafford Road Everton Park QLD 4053Australia,Everton Park State High School,yellow,0.6689959264,0.1197071831,Local,152.99759,-27.407629
Deakin Street Everton Park QLD 4053Australia,Everton Park State School,yellow,0.6985010906,0.8185000812,Local,152.985555,-27.39834
75 McDougall Street Wilsonton QLD 4350Australia,Fairview Heights State School,yellow,0.01914690165,0.08228158167,Local,151.911557,-27.535058
Chidlow Street Farleigh QLD 4741Australia,Farleigh State School,yellow,0.3585257561,0.9707940634,Local,149.101838,-21.106606
8 Hinz Avenue Farnborough QLD 4703Australia,Farnborough State School,yellow,0.1210244906,0.03224961015,Local,150.737161,-23.076313
40 Middle Creek Road Federal QLD 4568Australia,Federal State School,yellow,0.2194211516,0.9679852027,Local,152.79433,-26.392944
Feluga Road Feluga QLD 4854Australia,Feluga State School,yellow,0.5745366431,0.5066830407,Local,145.965223,-17.880704
8 Regents Drive Redbank Plains QLD 4301Australia,Fernbrooke State School,yellow,0.6991991827,0.3159832759,Local,152.8453,-27.6619
Brisbane Valley Highway Fernvale QLD 4306Australia,Fernvale State School,yellow,0.02732062363,0.4815304976,Local,152.644116,-27.446767
McGinn Road Ferny Grove QLD 4055Australia,Ferny Grove State High School,yellow,0.04729528436,0.8482691464,Local,152.933792,-27.405719
Finvoy Street Ferny Grove QLD 4055Australia,Ferny Grove State School,yellow,0.4225000051,0.8314899385,Local,152.929123,-27.40276
Illuta Avenue Ferny Hills QLD 4055Australia,Ferny Hills State School,yellow,0.5923181868,0.1667058735,Local,152.943389,-27.40209
Cubberla Street Fig Tree Pocket QLD 4069Australia,Fig Tree Pocket State School,yellow,0.4473627194,0.2445025762,Local,152.965677,-27.526982
Eungella Road Finch Hatton QLD 4756Australia,Finch Hatton State School,yellow,0.5556042972,0.9512927059,Local,148.638569,-21.139481
Norris Road North Mackay QLD 4740Australia,Fitzgerald State School,yellow,0.7157054985,0.3572558594,Local,149.168154,-21.11517
56 Flagstone School Road Flagstone Creek QLD 4344Australia,Flagstone Creek State School,yellow,0.8544350706,0.7221450593,Local,152.114996,-27.615575
Cnr Homestead Drive & Poinciana Drive Jimboomba QLD 4280Australia,Flagstone State Community College,yellow,0.1316292383,0.4571853575,Local,152.956361,-27.807223
Poinciana Drive Jimboomba QLD 4280Australia,Flagstone State School,yellow,0.6244403122,0.2317090288,Local,152.957325,-27.807173
Maud Street Flying Fish Point QLD 4860Australia,Flying Fish Point State School,yellow,0.8288585947,0.9568164119,Local,146.075058,-17.499614
Church Street Forest Hill QLD 4342Australia,Forest Hill State School,yellow,0.02762402062,0.0411962111,Local,152.354382,-27.590537
High Street Forest Lake QLD 4078Australia,Forest Lake State High School,yellow,0.05719850847,0.9878883175,Local,152.971524,-27.62451
Kauri Place Forest Lake QLD 4078Australia,Forest Lake State School,yellow,0.2806137416,0.9924511843,Local,152.958935,-27.613687
40 Pandanus Street Forrest Beach QLD 4850Australia,Forrest Beach State School,yellow,0.3965292496,0.8855549113,Local,146.29434,-18.711429
Third Street Forsayth QLD 4871Australia,Forsayth State School,yellow,0.7371481238,0.2249399549,Local,143.602532,-18.589736
82 School Road Freestone QLD 4370Australia,Freestone State School,yellow,0.7187805254,0.03705790135,Local,152.137777,-28.135535
Frenchville Road Frenchville QLD 4701Australia,Frenchville State School,yellow,0.2894818444,0.1072750209,Local,150.543874,-23.341814
10 Corkill Street Freshwater QLD 4870Australia,Freshwater State School,yellow,0.3896146226,0.5546194772,Local,145.714112,-16.88027
189 Stenner Street Centenary Heights QLD 4350Australia,Gabbinbar State School,yellow,0.3153007208,0.9536686952,Local,151.969248,-27.595978
76 Chandler Street Garbutt QLD 4814Australia,Garbutt State School,yellow,0.3040871331,0.498903996,Local,146.775562,-19.261875
Tom Lynch Street Gargett QLD 4741Australia,Gargett State School,yellow,0.8899043511,0.6779331988,Local,148.740792,-21.155788
